issue_id,issue_number,issue_title,issue_body,comment_id,comment_body
1922188875,169,[BUG]: QuickSelect test case is failing,"### Motivation

Quick Select test case is failing due to this overall PR builds is failing.
Need to fix that !

![Screenshot from 2023-10-02 21-21-28](https://github.com/TheAlgorithms/TypeScript/assets/68775519/b59cf017-77a1-4bfd-8b81-d0b596683b46)


### Examples

_No response_

### Possible workarounds

_No response_",1744667625,"> Hi @appgurueu , I think we have to ask or assign @prisojacques to resolve this bug he added the code of quick select. and this issue should be high priority (because every PR's build are failing due to this.) What's you views on this ?

I'm not sure @prisojacques is responsible; the regressions seems to have been introduced by the switch to a random pivot selection strategy (https://github.com/TheAlgorithms/TypeScript/commit/4db32785a0ccd2f34950f12f3c1d20b065f73e03). I've made quick ""fix"" PR that just reverts that commit for now. I'll take a closer look later."
1922188875,169,[BUG]: QuickSelect test case is failing,"### Motivation

Quick Select test case is failing due to this overall PR builds is failing.
Need to fix that !

![Screenshot from 2023-10-02 21-21-28](https://github.com/TheAlgorithms/TypeScript/assets/68775519/b59cf017-77a1-4bfd-8b81-d0b596683b46)


### Examples

_No response_

### Possible workarounds

_No response_",1765212474,"Hi @appgurueu , I think I've managed to fix this issue in #207 . I've described in more details why I've made each respective change inside my PR. If you have some free time, I would appreciate if you can take a look over it. :blush: "
1922188875,169,[BUG]: QuickSelect test case is failing,"### Motivation

Quick Select test case is failing due to this overall PR builds is failing.
Need to fix that !

![Screenshot from 2023-10-02 21-21-28](https://github.com/TheAlgorithms/TypeScript/assets/68775519/b59cf017-77a1-4bfd-8b81-d0b596683b46)


### Examples

_No response_

### Possible workarounds

_No response_",1767997725,"Thank You @vladimir-cucu !
@appgurueu @raklaptudirm please look into this."
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1467996154,"> The Python code run in our GitHub Action [directory_formatter.yml](https://github.com/TheAlgorithms/TypeScript/blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

I disagree. It is not necessary to duplicate this script in TypeScript as long as the Python script is working well. CI is ""meta"" for this repo and does not have to be in TS. We're not converting the embedded bash either."
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1468108566,"https://github.com/TheAlgorithms/JavaScript/issues/160
"
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1468523200,"The scripts should be rather taken from the [scripts](https://github.com/TheAlgorithms/scripts) repository, IMO.
There are still a few pending changes on that, so, you might want to wait a bit.
"
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1468647508,The action currently downloads the script from the script repository using `wget`.
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1469139425,"Oh, I meant using the newly actions we've created (still WIP, though).
"
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1475162380,A bit more on why creating a TypeScript implementation is a good idea… https://github.com/TheAlgorithms/Rust/issues/473
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1478861106,"So, we're not going to use this or? 🤔
"
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1478919595,I closed by mistake.  I will let you all decide how you want to proceed.
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1507586607,"Feel free to choose, @raklaptudirm and @appgurueu.
I'm fine with any of the options. 🙂
"
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1508568093,"If someone submits a decent TS implementation, I'd be fine with switching, but this is definitely not a priority."
1623202731,115,[FEATURE]: Port build_directory_md from Python to TypeScript,"### Motivation

The Python code run in our GitHub Action [directory_formatter.yml](../blob/master/.github/workflows/directory_formatter.yml#L37) should be replaced by TypeScript code so that contributors to this repo are better able to maintain it.

This process should be done in ___three separate pull requests___.
* [ ] Run both the Python and TypeScript versions in the same GitHub Action and fail if the two files are not identical.
* [ ] Remove the running of the Python code in the GitHub Action and remove the Python file.
* [ ] [_Optional_] Modify the TypeScript version to add any new information and/or look and feel.

### Examples

_No response_

### Possible workarounds

_No response_",1508618288,"ChatGPT ported the JavaScript repo’s implementation to TypeScript…

```typescript
import path from 'path'
import fs from 'fs'
import { globby } from 'globby'

function pathPrefix(i: number): string {
  const res = '  '.repeat(i)
  return res + '*'
}

function printPath(oldPath: string, newPath: string, output: string[]): string {
  const oldParts = oldPath.split(path.sep)
  const newParts = newPath.split(path.sep)

  for (let i = 0; i < newParts.length; ++i) {
    const newPart = newParts[i]
    if (i + 1 > oldParts.length || oldParts[i] !== newPart) {
      if (newPart) {
        output.push(`${pathPrefix(i)} **${newPart.replace('_', ' ')}**`)
      }
    }
  }

  return newPath
}

function pathsToMarkdown(filePaths: string[]): string {
  const output: string[] = []

  let oldPath = ''
  filePaths.sort(function (a, b) {
    if (a.toLowerCase() < b.toLowerCase()) return -1
    if (a.toLowerCase() > b.toLowerCase()) return 1
    return 0
  })

  for (let filepath of filePaths) {
    let filename = path.basename(filepath)
    filepath = path.dirname(filepath)

    if (filepath !== oldPath) {
      oldPath = printPath(oldPath, filepath, output)
    }

    let indent = filepath.split(path.sep).length

    // prepare the markdown-esque prefix to the file's line
    const prefix = pathPrefix(indent)

    // remove extension from filename
    const name = path.basename(filename, "".js"")
    const url = path.join(filepath, filename)

    output.push(`${prefix} [${name}](${url})`)
  }

  return output.join('\n')
}

// get paths of all .js files - excluding node_modules, the .github folder, tests and config stuff
globby([
  '**/*.js',
  '!(node_modules|.github)/**/*',
  ""!**/test/**/*"",
  '!**/*.test.js',
  '!**/*.manual-test.js',
  '!babel.config.js'
])
  // create markdown content
  .then(pathsToMarkdown)
  // write markdown to file
  .then(markdown => fs.writeFileSync('DIRECTORY.md', markdown + '\n', { encoding: 'utf8' }))
```"
1568607502,95,[FEATURE]: Selection Sort,"### Motivation

I am writing to suggest the addition of a new feature to the algorithms repository - the selection sort algorithm.

Selection sort is a popular sorting algorithm that is simple to understand and implement. It works by repeatedly finding the minimum element from the unsorted portion of the list and swapping it with the first unsorted element. The algorithm continues this process until the entire list is sorted.

Adding this feature to the algorithms repository will provide a valuable resource for those looking to learn or implement selection sort. Furthermore, including selection sort in the repository will increase the diversity of sorting algorithms available, making it an even more comprehensive resource for developers and students.

I would be happy to contribute to the implementation of this new feature and help in any way possible. Thank you for your time and consideration.



### Examples

_No response_

### Possible workarounds

_No response_",,
1413499494,66,Add bug issue template,"Currently, there is no issue template for reporting bugs.",,
1407202391,54,[FEATURE] Setup the Gitpod ready-to-code system,"**Description**

Adding the [Gitpod](https://www.gitpod.io) ready-to-code system will make the process of compiling much easier in just a single click.

This is very useful when you want Gitpod to run `npm` commands quickly for you and run the whole project quickly. It's much better than cloning the repository, reading the readme, installing the necessary tools, etc..

**Additional information**

Working on this.
",,
1402361000,48,[QUESTION] Should we run the CI for all other branches?,,2039429143,"By making the branches consistent we can able to run CI for branches.
"
1402361000,48,[QUESTION] Should we run the CI for all other branches?,,2039654977,"> By making the branches consistent we can able to run CI for branches.

What do you mean by ""making the branches consistent""?"
1402361000,48,[QUESTION] Should we run the CI for all other branches?,,2039923143,"Committing all the changes and merging / cherry picking the commits
"
1402350413,47,[OTHER] Update all Discord links,"**Description**

We're using a new link for The Algorithms' Discord invitation.
All Discord invitation links should point to `https://the-algorithms.com/discord/`.

Feel free to work on it. 🙂
",,
1393750099,25,Add Insertion Sort algorithm,,1264636593,"Don't open issues for ""missing"" algorithms."
1391918777,22,Clarify project,"Could someone please state where to add the algorithms to? Like which directory and what should be the overall directory structure and stuff. It is not really clarified in the contribution guidelines, and the only pull request I can see is #21 which adds Fibonacci.ts to the project right along with the package.json and stuff, which does not seem quite right.",1263353599,I'd say something like `src/<package>/File.ts`. `Fibonacci.ts` would go to `src/Math/Fibonacci.ts`.
1387496640,19,Setup tooling,,,
1386641199,17,Add Binary Convert in Maths,,,
1386608396,15,Add Absolute Number Function in Maths ,,1292048649,@Owais28 I think its already there https://github.com/TheAlgorithms/TypeScript/blob/master/Maths/AbsoluteValue.ts
1386608396,15,Add Absolute Number Function in Maths ,,1292055866,https://github.com/TheAlgorithms/TypeScript/pull/31 - Corresponding PR
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1272260273,Raised a PR to check perfect square - https://github.com/TheAlgorithms/TypeScript/pull/37
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1272262727,I implemented `Factorial` in #38 
